root	placeholder_path	reason
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Male_1.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_2.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Male_3.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_1.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_4.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Male_2.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_4.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_2.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_3.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_2.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_3.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_f0b85244/bigdataprocessor_bigdataprocessor2_master.zip	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_34046d5b/max-brambach_microglia_centrosome_main.zip	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_152000dc/ggosti_maxIntensityRadialProfile_main.zip	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_a31ff2c2/imagescience_MTrackJ_master.zip	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/src_1920640ed08b89895d6283b7dd8ab0bc_cdc42_active_matter.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/src_bde98d5e_https:/static-content.springer.com/esm/art%3A10.1038%2Fs41467-023-41891-6/MediaObjects/41467_2023_41891_MOESM10_ESM.zip.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/src_1343f3e4_https:/static-content.springer.com/esm/art%3A10.1038%2Fs41467-023-41891-6/MediaObjects/41467_2023_41891_MOESM1_ESM.pdf.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/src_43cf2d44_https:/cdn.elifesciences.org/articles/82094/elife-82094-fig3-data2-v1.xlsx.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_5i.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S2i.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1d.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_6f.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1f.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S2k.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_6c.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1c.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1b.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S2n.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_6b.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S2m.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S6b.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_1c.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/src_f0b85244_bigdataprocessor/bigdataprocessor2.csv	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/config/modeling_engine.yaml	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/config/allowlist.yaml	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/supplements/0144bf71fc61c952_pnas.1204205109_SI.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/supplements/b6b0c0a6c1086c67_41467_2025_62653_MOESM13_ESM.xlsx	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/supplements/b6b0c0a6c1086c67_41467_2025_62653_MOESM1_ESM.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/supplements/b6b0c0a6c1086c67_41467_2025_62653_MOESM3_ESM.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/supplements/b6b0c0a6c1086c67_41467_2025_62653_MOESM12_ESM.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/quarantine/invalid_pdfs/5dce9e0f90ad5da0_10-1083-jcb-74-3-901.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/quarantine/invalid_pdfs/720986fce5c4174b_10-1083-jcb-92-1-79.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/quarantine/invalid_pdfs/2500e1ee46ed79c6_10-1074-jbc-m002377200.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/quarantine/duplicates/f89d153b336ad41f_10-1073-pnas-1214753109-full.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/2c2c4cbc52bd8138_pnas-2007-footer-actin-force.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/e12f0b3b7840958e_jcb-1976-acanthamoeba-gelation-contraction.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/a758e803ca12b433_s41419-023-06217-w.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/22f540e869435789_10-1038-ncomms12615.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/b6b0c0a6c1086c67_s41467-025-62653-6.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/b561f859cd8f95f2_1-s2-0-s2211124723014596-main.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/02a4af048426ca26_biophysico-22-e220017.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/9a0ccc1f8eac6803_elife-107650-v1.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/5824da4f4b8165a0_jcb-1991-gelation-solation.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/cd6e780b7f6b9879_1-s2-0-s2211124719306217-main.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/d0b2b2d1dbaf63c9_12974-2025-article-3588.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/57eab22afe88d4b1_2024-09-27-615114v1-full.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/153156860400d490_jcb-1980-acanthamoeba-gelation-factors.pdf	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/scripts/derive_thermocausality_atp_budget.py	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/scripts/convert_thermocausality_velocity_to_params.py	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/scripts/kb_agent_v3_wired.py:Deterministic	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/scripts/convert_thermocausality_atp_budget_to_params.py	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_microglia_process_extension_rate_reactivity.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_actin_kminus_barbed_atp.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_microglia_tortuosity_injury.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_actin_kminus_pointed_adp_pi.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_protein_28000_percent.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_rescue_freq.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_actin_polymerization_rate_constant.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_phospho_cytoskeleton_fdr.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_phospho_myosin_regulator_log2fc.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_microglia_velocity_reactivity.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_phospho_actin_regulator_log2fc.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_actin_subunit_spacing.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_active_stress.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_microglia_rotational_diffusion.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_actin_kplus_barbed_adp_pi.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_catastrophe_freq.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_protein_55000_percent.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_microglia_process_extension_retraction_ratio.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_actin_kplus_pointed_adp.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_tubulin_detyrosinated_over_alpha_ratio.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_microglia_process_extension_retraction_ratio_reactivity.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_microglia_process_retraction_rate.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_microglia_process_retraction_rate_reactivity.json	still_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/outputs/exports/prior_microglia_process_extension_rate.json	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/phase2_secretome-bridge/schemas/secretome_candidates_schema.csv	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/phase2_secretome-bridge/schemas/ligand_target_socket_schema.csv	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/phase2_secretome-bridge/schemas/spatial_socket_schema.csv	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/phase2_secretome-bridge/schemas/human_exoproteome_bridge_schema.csv	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/outputs/phase1_contrast-map_rr-vs-fadp/consensus/FAD-P_consensus_fdr0.10_strict.csv	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/outputs/phase1_contrast-map_rr-vs-fadp/consensus/FAD-P_consensus_fdr0.csv	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/outputs/phase1_contrast-map_rr-vs-fadp/consensus/RR_consensus_fdr0.csv	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/outputs/phase1_contrast-map_rr-vs-fadp/exports/phase1_primary_rr_only.csv	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/outputs/phase1_contrast-map_rr-vs-fadp/exports/phase1_primary_fadp_only.csv	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/outputs/phase1_contrast-map_rr-vs-fadp/exports/phase1_primary_overlap_genes_top100.csv	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/outputs/phase1_contrast-map_rr-vs-fadp/exports/phase1_primary_rr_only_top30.csv	still_placeholder
/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/redox-secretome-axis/outputs/phase1_contrast-map_rr-vs-fadp/exports/phase1_primary_fadp_only_top30.csv	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/output/reports/session_info.txt	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/output/enhanced_phase2/redteam_results.csv	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase16/SYNTHESIS_REPORT.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase16/METHODOLOGY.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase11/SUMMARY.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase11/SYNTHESIS_REPORT.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase11/METHODOLOGY.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase10/SYNTHESIS_REPORT.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase10/METHODOLOGY.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase2.5/SYNTHESIS_REPORT.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase2.5/METHODOLOGY.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase9/SYNTHESIS_REPORT.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase9/METHODOLOGY.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase7/SYNTHESIS_REPORT.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase7/METHODOLOGY.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase6/SYNTHESIS_REPORT.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase6/METHODOLOGY.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase6/NAVIGATION_GUIDE.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase1/SUMMARY.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase1/SYNTHESIS_REPORT.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase1/METHODOLOGY.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase1/NAVIGATION_GUIDE.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase8/SYNTHESIS_REPORT.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/phase8/METHODOLOGY.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/github_repos/single_cell_portal/scripts/benchmarks/README.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/github_repos/single_cell_portal/scripts/monitoring/README.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/github_repos/single_cell_portal/docker_files/README.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/github_repos/scGen/README.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/github_repos/harmony/README.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/github_repos/azimuth-references/README.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/github_repos/azimuth-references/human_bonemarrow/README.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/github_repos/scanpy-tutorials/scanpy_workshop/README.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/github_repos/scvi-tools-reproducibility/README.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/github_repos/scRNAseq-analysis-notes/README.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/output/mediation_stratified_by_pfn1.csv	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/output/redteam_validation_report.rds	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/output/sem_model_comparison.csv	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/output/mediation_results.rds	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/output/moderated_mediation_results.rds	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/output/sem_results.rds	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/output/conditional_indirect_effects.csv	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/output/mediation_summary.csv	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/output/mediation_data.csv	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/output/moderation_summary.csv	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/docs/PHASE12_METHODOLOGY_CAUSAL_MEDIATION_BACKUP.md	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/provenance/12c_moderation_provenance.json	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/provenance/12b_mediation_provenance.json	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/provenance/12d_redteam_provenance.json	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase12/provenance/12a_sem_provenance.json	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase15/analysis/results/clinical_outcomes/ml_classifier_subject_level_model.rds	still_placeholder
/Users/renatosocodato/PFn1 5xFAD	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase15/analysis/results/clinical_outcomes/ml_classifier_model.rds	still_placeholder
