root	placeholder_path	candidate_path	candidate_size	score	candidate_placeholder
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/analysis/D_sex_centric/README.md	7024	5.4616	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/analysis/D_sex_centric/README.md	7024	5.4616	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042c_cca/README.md	6231	5.4486	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042c_cca/README.md	6231	5.4486	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase3_causal/documentation/README.md	6180	5.4477	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase3_causal/documentation/README.md	6180	5.4477	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/phase8/README.md	6174	5.4476	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/phase7/README.md	5859	5.442	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/phase10/README.md	5652	5.4381	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042d_mbpls/README.md	5598	5.437	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042d_mbpls/README.md	5598	5.437	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/phase15/data_centralized/ssread_exploration/README.md	5112	5.4271	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/thermocausality_mtce_omics_mirror_2026-02-04/phase30_external_validation_omics_mirror/SEAAD/README.md	4832	5.421	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/thermocausality_mtce/phase30_external_validation/SEAAD/README.md	4832	5.421	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/thermocausality_mtce_omics_mirror_2026-02-04/phase23_collective_intelligence_omics_mirror/maldi2alz/MALDI2Alz/README.md	4639	5.4166	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/thermocausality_mtce/phase23_collective_intelligence/maldi2alz/MALDI2Alz/README.md	4639	5.4166	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/phase5/README.md	4605	5.4158	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/phase6/README.md	4525	5.4139	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4.6_performance/arc1_performance_profiling/README.md	4394	5.4107	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4.6_performance/arc1_performance_profiling/README.md	4394	5.4107	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/tests/README.md	4210	5.4061	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/tests/README.md	4210	5.4061	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042a_harmonization/README.md	3779	5.3943	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042a_harmonization/README.md	3779	5.3943	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4.5_metabolic/README.md	2936	5.3669	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4.5_metabolic/README.md	2936	5.3669	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/data/catalog/README.md	2844	5.3635	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042v_gge_signature/README.md	2668	5.3565	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042v_gge_signature/README.md	2668	5.3565	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042p_proteome_integration/README.md	2551	5.3517	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042p_proteome_integration/README.md	2551	5.3517	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042s_blue_team_attack/README.md	2021	5.3264	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042s_blue_team_attack/README.md	2021	5.3264	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042l_gef_gap_effector_bridge/README.md	1991	5.3248	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042l_gef_gap_effector_bridge/README.md	1991	5.3248	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase6_translational/README.md	1951	5.3226	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase6_translational/README.md	1951	5.3226	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase5_causal_architecture/README.md	1878	5.3184	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase5_causal_architecture/README.md	1878	5.3184	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042q_phospho_contrast/README.md	1858	5.3173	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042q_phospho_contrast/README.md	1858	5.3173	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042r_cross_cohort_omics_join/README.md	1609	5.3016	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042r_cross_cohort_omics_join/README.md	1609	5.3016	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042u_pdresult_pathway_maps/README.md	1602	5.3012	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042u_pdresult_pathway_maps/README.md	1602	5.3012	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/pre-phase0/README.md	1497	5.2938	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/adversarial/README.md	1470	5.2918	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/adversarial/README.md	1470	5.2918	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/phase2.5/README.md	1208	5.2705	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/thermocausality_mtce_omics_mirror_2026-02-04/phase23_collective_intelligence_omics_mirror/maldi2alz/MALDI2Alz/pyImagingMSpec/README.md	1133	5.2636	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/thermocausality_mtce/phase23_collective_intelligence/maldi2alz/MALDI2Alz/pyImagingMSpec/README.md	1133	5.2636	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042j_sex_stratified_sem/README.md	1087	5.2591	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042j_sex_stratified_sem/README.md	1087	5.2591	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042k_temporal_ml/README.md	1078	5.2582	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042k_temporal_ml/README.md	1078	5.2582	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042t_red_team_attack/README.md	1026	5.2528	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042t_red_team_attack/README.md	1026	5.2528	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/.governance/interpretations/README.md	985	5.2484	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/.governance/interpretations/README.md	985	5.2484	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/phase1/README.md	916	5.2405	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/phase3/README.md	904	5.239	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/phase4/README.md	886	5.2369	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/phase2/README.md	872	5.2351	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/.governance/manuscripts/README.md	846	5.2318	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phases/phase4_synthesis/wo042w_pipeline_audit/README.md	846	5.2318	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/.governance/manuscripts/README.md	846	5.2318	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4_synthesis/wo042w_pipeline_audit/README.md	846	5.2318	False
/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/thermocausality_mtce_omics_mirror_2026-02-04/phase23_collective_intelligence_omics_mirror/mibi/raw/hippocampus_mibi/README.md	833	5.2302	False
