timestamp_utc	root	path	action	status	size_bytes	notes
2026-02-24T14:20:52.010368+00:00	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/deliverables/atp_budget.json	recover_from_data_mirror	no_candidate	243	
2026-02-24T14:20:52.858102+00:00	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/deliverables/atp_budget_genotype.json	recover_from_data_mirror	no_candidate	252	
2026-02-24T14:20:53.697649+00:00	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/LINEAGE.yml	recover_from_data_mirror	no_candidate	237	
2026-02-24T14:20:54.520425+00:00	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/derived_manifest.json	recover_from_data_mirror	no_candidate	247	
2026-02-24T14:20:55.468961+00:00	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/parsed_manifest.json	recover_from_data_mirror	no_candidate	246	
2026-02-24T14:20:56.315487+00:00	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/source_manifest.json	recover_from_data_mirror	no_candidate	246	
2026-02-24T14:20:57.220540+00:00	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/transform_log.md	recover_from_data_mirror	no_candidate	242	
2026-02-24T14:20:58.119989+00:00	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/raw/corrected_cell_ids.txt	recover_from_data_mirror	no_candidate	241	
2026-02-24T14:22:08.069288Z	/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/external data_cathalog/aggressive_recovery_run_2026-02-24/pass14_redox_phase1_regen.log	regen_phase1_data_prep	failed_missing_input	683	missing outputs/phase1_panel_links/RR_de_table_G00001.csv
2026-02-24T14:22:08.069288Z	/Users/renatosocodato/redox-secretome-axis	/Users/renatosocodato/external data_cathalog/aggressive_recovery_run_2026-02-24/pass14_redox_phase2_regen.log	regen_phase2_secretome	completed	0	phase2 script exited 0
2026-02-24T14:26:02.186640+00:00	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/9a0ccc1f8eac6803_elife-107650-v1.pdf	manual_web_hydration	recovered_real_content	3748908	https://elifesciences.org/reviewed-preprints/107650.pdf
2026-02-24T14:26:02.186864+00:00	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/b561f859cd8f95f2_1-s2-0-s2211124723014596-main.pdf	manual_web_hydration	recovered_real_content	1830045	https://ars.els-cdn.com/content/image/1-s2.0-S2211124723014596-mmc1.pdf
2026-02-24T14:26:02.186883+00:00	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/corpus/papers/cd6e780b7f6b9879_1-s2-0-s2211124719306217-main.pdf	manual_web_hydration	recovered_real_content	546525	https://ars.els-cdn.com/content/image/1-s2.0-S2211124719306217-mmc1.pdf
